-8.893150983290176725e-02,6.254050844613141813e-02
4.496310796287694700e-02,6.792502781655541944e-02
2.448288681284207513e-01,6.038369000548297894e-02
3.755266789424993590e-01,4.590117690719044963e-02
5.873544464840403379e-01,3.073497137681764635e-02
7.813735411907885009e-01,2.250606605596119913e-02
8.991903825664770977e-01,1.008862091398188450e-02
1.119034156531769852e+00,-3.297501414578322618e-03
1.332095326166690796e+00,-1.909363715774951148e-02
1.506783002066987009e+00,-2.923230191202347283e-02
1.720016892282307808e+00,-4.435776019580937174e-02
1.930135168951158775e+00,-5.490503913416505677e-02
2.146950427782321924e+00,-6.138246775119003684e-02
2.364069054812395265e+00,-8.267554931251508421e-02
2.573611596213242869e+00,-1.076671583565871754e-01
2.808330745635061021e+00,-1.302436459756607101e-01
3.017328552897719618e+00,-1.588228903026532857e-01
3.239216925186566343e+00,-1.923776647092863001e-01
3.431600341234471330e+00,-2.408118028061529969e-01
3.640310280863127801e+00,-2.789196428570651642e-01
3.867272135670727806e+00,-3.242048852277520932e-01
4.062986327868464365e+00,-3.721281566934326879e-01
4.271154854908555620e+00,-4.211830615358274632e-01
4.472442607373857015e+00,-4.857996061140282262e-01
4.725459066486134674e+00,-5.777665864593396483e-01
4.927000732967068863e+00,-6.595385684029125839e-01
5.119525499404490532e+00,-7.450813278894817815e-01
5.273457180771094599e+00,-8.612350899792591274e-01
5.450321947918799204e+00,-9.894036796097547271e-01
5.630454381773497552e+00,-1.127000000206885844e+00
5.881892735753732282e+00,-1.292832483932522036e+00
6.052686079251476947e+00,-1.462269796356460372e+00
6.223868044055124393e+00,-1.661684554114476020e+00
6.430113393863440052e+00,-1.917880578468833974e+00
6.576717736761481525e+00,-2.164377188016744391e+00
6.723969043713889704e+00,-2.403664796092338296e+00
6.919027783452667890e+00,-2.625635609427876993e+00
7.116160646400539136e+00,-2.839994290224106432e+00
7.331032614171652639e+00,-3.046997173692515215e+00
7.529672907056808029e+00,-3.227961961911686384e+00
7.779289760129840303e+00,-3.394549676861752907e+00
8.007060965862269342e+00,-3.542923161461841275e+00
8.241888065646838513e+00,-3.651695086029590698e+00
8.497411279806618367e+00,-3.765095737108162588e+00
8.775146065357146696e+00,-3.865348254662369420e+00
9.065949211103966121e+00,-3.945054862210001012e+00
9.331579946899477562e+00,-3.985441694799130463e+00
9.584782597321183317e+00,-4.031345637753839917e+00
9.897589152482545671e+00,-4.040413922211019582e+00
1.017749909170986911e+01,-4.044554903421784253e+00
1.043824550031776788e+01,-4.021669967406594104e+00
1.073313087668401344e+01,-3.984204359223513237e+00
1.098632895997498693e+01,-3.932393424506833934e+00
1.124344356546530221e+01,-3.860719265781832110e+00
1.152581883263510498e+01,-3.740294190325397672e+00
1.178327740304194471e+01,-3.628864198175676847e+00
1.201915079095779149e+01,-3.492344839665911138e+00
1.227903769093491881e+01,-3.342704896451847763e+00
1.252515824396856914e+01,-3.170935904371313008e+00
1.273027315972182194e+01,-2.984160676445267502e+00
1.298330678017381956e+01,-2.744812067410951961e+00
1.319051648655604225e+01,-2.530881836359205828e+00
1.334412597760920427e+01,-2.315295002927381329e+00
1.355714470522116244e+01,-2.026401808773965918e+00
1.371702159135204901e+01,-1.825493511413702752e+00
1.392307466034329266e+01,-1.633026041337359624e+00
1.433059373829627958e+01,-1.365418377416911300e+00
1.458274991605617288e+01,-1.217374560363634561e+00
1.491312821837903968e+01,-1.090939513032120445e+00
1.542952916922157414e+01,-8.741607339853622038e-01
1.574594035537929848e+01,-7.874268815854325032e-01
1.607712727050485668e+01,-7.233300914125110337e-01
1.654703870563925250e+01,-6.114587278098465584e-01
1.684010345761833349e+01,-5.671959074220335184e-01
1.713757479876406364e+01,-5.422060447763764612e-01
1.751400823191658063e+01,-4.777941157796078975e-01
1.779540622537505357e+01,-4.598124105894876301e-01
1.802565530712631769e+01,-4.474502383424144303e-01
1.838778245699106506e+01,-3.982865156607517942e-01
1.857681036979749933e+01,-3.918513736626255684e-01
1.878547823646426451e+01,-3.880276958258561670e-01
1.906614548900565609e+01,-3.558109905672668938e-01
1.924111069883001335e+01,-3.560623407541713137e-01
1.937691410047586871e+01,-3.559219073642542197e-01
1.963568791226818888e+01,-3.304460048216864565e-01
1.973820274359131588e+01,-3.294418831264290248e-01
1.986417804896348471e+01,-3.241796977351186215e-01
2.001449736058442852e+01,-3.071447536613288731e-01
2.007467202980081566e+01,-3.034580656119680864e-01
2.013405543208476445e+01,-3.044452972568268412e-01
2.019234198487095000e+01,-3.080574067147182626e-01
2.022783384977699939e+01,-3.066432667474515705e-01
2.024846879227998286e+01,-3.107225582789929774e-01
2.027245702365802060e+01,-3.059378857688580533e-01
2.027403070005723151e+01,-3.044839967897792210e-01
2.028019475803557015e+01,-3.031786090693516234e-01
2.037783429263412671e+01,-2.994152762670165280e-01
2.040157082436294900e+01,-2.954377513886541351e-01
2.042539593074838677e+01,-2.920658414047825335e-01
