-3.918040209957496245e-02,-1.044753549861310304e-01
8.637904613319413727e-02,-1.040083857909023385e-01
1.837378793750392703e-01,-1.171857755150218644e-01
3.156565535639934694e-01,-1.207598735950835417e-01
4.637626788691786572e-01,-1.291344737083880423e-01
6.337450940604512084e-01,-1.301345960635862942e-01
7.876985661687054829e-01,-1.175213442866954588e-01
8.888434146808279479e-01,-1.234963575188027102e-01
1.031257792811873131e+00,-1.363221900258516639e-01
1.146443690082271871e+00,-1.339247431365768182e-01
1.299494102661874706e+00,-1.635769467666843280e-01
1.460424836635615620e+00,-1.836119447056372422e-01
1.618279933084240341e+00,-1.999268987552634269e-01
1.745175793083241444e+00,-2.113204125308232317e-01
1.890953013661961890e+00,-2.331024801971116611e-01
2.043231972006540609e+00,-2.509291376594238732e-01
2.218291733967999946e+00,-2.778004176868112962e-01
2.394096047424900675e+00,-3.018483514363585751e-01
2.551597045652548523e+00,-3.272598126061740387e-01
2.736325070538702775e+00,-3.477115432249979210e-01
2.924322868935601782e+00,-3.717753834279144964e-01
3.094559769501294078e+00,-4.006639297106441844e-01
3.273684026442752248e+00,-4.302615430487244375e-01
3.431037423153237675e+00,-4.432969635769212768e-01
3.617752615263066573e+00,-4.714650295140478398e-01
3.804625588305035500e+00,-4.995495619733770765e-01
3.991952272414538427e+00,-5.414875330226308625e-01
4.208193948316013788e+00,-5.805276762361026854e-01
4.402654584571539687e+00,-6.277733192049980149e-01
4.591177713491345180e+00,-6.798455376719374499e-01
4.754895425865503178e+00,-7.416684448510897365e-01
4.902290082773920865e+00,-8.399647512156914742e-01
5.056138852328126987e+00,-9.306292396441200321e-01
5.251196802112466422e+00,-1.055210943803140511e+00
5.446347093732666345e+00,-1.187522790737924661e+00
5.662017268193304531e+00,-1.316023976194393486e+00
5.873839260242199600e+00,-1.475958018942841843e+00
6.106687197476090567e+00,-1.664876833817701574e+00
6.329777438353703545e+00,-1.871378675043834150e+00
6.558795370702595662e+00,-2.134334060727853366e+00
6.769651408980304375e+00,-2.415539035151347935e+00
7.014345822168646549e+00,-2.702332192619572915e+00
7.250613679284189317e+00,-2.948282038201653688e+00
7.527889309633537529e+00,-3.171560628975694573e+00
7.794138452259865346e+00,-3.376278848428553303e+00
8.034929059804627016e+00,-3.545372384572852198e+00
8.387291145201974274e+00,-3.709312098638243071e+00
8.704139796599211110e+00,-3.835858725342136566e+00
9.087570819820083301e+00,-3.947092389769833787e+00
9.496722089063819539e+00,-4.025073761014588136e+00
9.893354427473113333e+00,-4.072189659798887362e+00
1.028226561145682005e+01,-4.056116861003801866e+00
1.066477046696816799e+01,-4.007062539497974640e+00
1.100876852698471353e+01,-3.917224202740419603e+00
1.135840407425806831e+01,-3.824428118373255803e+00
1.162648951063609282e+01,-3.699859532938663431e+00
1.199204375429276404e+01,-3.537516105261710564e+00
1.230719862374797913e+01,-3.343780094776772849e+00
1.255804867459297114e+01,-3.133390650753553164e+00
1.282411840503033318e+01,-2.919779510385227095e+00
1.302326975206219473e+01,-2.703334987914873366e+00
1.320273920023652536e+01,-2.468029675333928807e+00
1.341819924248800078e+01,-2.234171882806404330e+00
1.355529015013674510e+01,-2.032943375238722261e+00
1.367450127892937672e+01,-1.843353144047621184e+00
1.383446605913193039e+01,-1.627045187498566303e+00
1.400686644893071708e+01,-1.445283817484551703e+00
1.418259768873010529e+01,-1.260295241261171428e+00
1.441331158432423010e+01,-1.098207759897814828e+00
1.469923353704471580e+01,-9.440330339542640781e-01
1.497786521088918121e+01,-8.031913923961885304e-01
1.526785674829715589e+01,-6.724050563315512319e-01
1.558463541621642889e+01,-5.532156726615459208e-01
1.591278921682167535e+01,-4.542311252166235658e-01
1.624721826320955032e+01,-3.724470949154554122e-01
1.654211591508578039e+01,-3.087216447260865415e-01
1.684876279314837788e+01,-2.585070048413856125e-01
1.710758750675131168e+01,-2.154761292584143062e-01
1.735039781929262048e+01,-1.772801267666880287e-01
1.759316668707295150e+01,-1.526493116923851590e-01
1.782365190938063293e+01,-1.235713638257216057e-01
1.807382557445547633e+01,-1.086151242643389470e-01
1.825667913278376986e+01,-9.521859444784713800e-02
1.845089582663038641e+01,-8.324048571415323949e-02
1.860995063984412923e+01,-7.576154191358375201e-02
1.878524161994577213e+01,-7.071350594878410278e-02
1.892113608278421566e+01,-6.543029225099858404e-02
1.904588190491991639e+01,-6.294299849779527722e-02
1.914122303269315495e+01,-5.500745339389684352e-02
1.925519394407597673e+01,-5.030966277372495021e-02
1.930739907378419673e+01,-4.734952919611126743e-02
1.936894308963251277e+01,-3.721925019256514672e-02
1.945450543511845254e+01,-3.254872192159584399e-02
1.948502259411765891e+01,-1.651651942921440394e-02
1.953140509845918160e+01,-1.467065545793018455e-02
1.955479666697466712e+01,-1.538514423611083912e-02
1.964525458396335011e+01,-1.147832045793530445e-02
1.969387874090297075e+01,-1.332674053068235234e-02
1.975432628833807769e+01,-6.052629213655492946e-03
1.976560944273872522e+01,-9.753737044190177730e-03
